,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,churn_month,signup_date
3783,5321-NTRKC,3,1,3,Male,0,Yes,Yes,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,79.85,5234.95,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
3784,5322-TEUJK,3,2,3,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,114.6,8100.25,No,Two year,Fiber optic,Bank transfer (automatic),,2016-02-21 18:07:34
3785,5322-ZSMZY,2,3,3,Male,0,Yes,Yes,31,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.75,755.6,No,Two year,None,Mailed check,,2019-06-21 18:07:34
3786,5324-KTGCG,1,3,2,Male,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.85,1539.75,No,One year,None,Electronic check,,2016-02-21 18:07:34
3787,5325-UWTWJ,4,2,1,Male,0,Yes,No,31,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,90.55,2929.75,No,Month-to-month,Fiber optic,Credit card (automatic),,2019-06-21 18:07:34
3788,5327-CNLUQ,3,2,3,Male,0,Yes,No,48,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,96.9,4473.45,No,Two year,Fiber optic,Bank transfer (automatic),,2018-01-21 18:07:34
3789,5327-XOKKY,4,1,3,Male,1,Yes,No,72,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,73.45,5329,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
3790,5329-KRDTM,4,1,3,Male,1,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,77.35,5396.25,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
3791,5331-RGMTT,4,2,1,Male,1,Yes,No,54,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,99.05,5295.7,No,Month-to-month,Fiber optic,Credit card (automatic),,2017-07-21 18:07:34
3792,5334-AFQJB,4,3,3,Male,1,No,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.1,1789.9,No,Two year,None,Credit card (automatic),,2016-01-21 18:07:34
3793,5334-JLAXU,4,2,1,Female,0,Yes,No,60,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,94.1,5475.9,No,Month-to-month,Fiber optic,Credit card (automatic),,2017-01-21 18:07:34
3794,5336-UFNZP,1,2,2,Female,1,Yes,Yes,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,107.45,7047.5,No,One year,Fiber optic,Electronic check,,2016-08-21 18:07:34
3795,5337-IIWKZ,1,1,1,Male,0,Yes,Yes,34,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,44.85,1442.6,No,Month-to-month,DSL,Electronic check,,2019-03-21 18:07:34
3796,5338-YHWYT,4,1,3,Male,0,No,Yes,37,Yes,No,Yes,Yes,No,Yes,No,No,No,61.45,2302.35,No,Two year,DSL,Credit card (automatic),,2018-12-21 18:07:34
3797,5339-PXDVH,1,2,1,Male,0,No,No,4,Yes,Yes,Yes,No,No,No,Yes,No,No,90.65,367.95,No,Month-to-month,Fiber optic,Electronic check,,2021-09-21 18:07:34
3798,5339-TJFEK,1,2,1,Male,0,Yes,Yes,62,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,105.5,6487.2,No,Month-to-month,Fiber optic,Electronic check,,2016-11-21 18:07:34
3799,5343-SGUBI,2,2,2,Female,0,No,No,52,Yes,Yes,No,Yes,No,No,No,No,Yes,80.2,4297.6,No,One year,Fiber optic,Mailed check,,2017-09-21 18:07:34
3800,5345-BMKWB,2,3,1,Male,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,158.35,No,Month-to-month,None,Mailed check,,2021-05-21 18:07:34
3801,5346-BZCHP,2,3,3,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,1346.2,No,Two year,None,Mailed check,,2016-04-21 18:07:34
3802,5348-CAGXB,1,2,1,Male,0,No,No,12,Yes,Yes,No,No,Yes,No,Yes,No,Yes,89.55,1021.75,No,Month-to-month,Fiber optic,Electronic check,,2021-01-21 18:07:34
3803,5349-AZPEW,2,1,1,Female,0,Yes,Yes,5,No,No phone service,No,No,No,No,No,No,No,25.05,125.5,No,Month-to-month,DSL,Mailed check,,2021-08-21 18:07:34
3804,5349-IECLD,1,2,1,Male,0,No,No,2,Yes,No,No,No,Yes,No,Yes,Yes,No,94.95,178.1,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-11-21 18:07:34
3805,5351-QESIO,2,1,1,Male,0,No,Yes,1,No,No phone service,No,No,No,No,No,No,No,24.2,24.2,No,Month-to-month,DSL,Mailed check,,2021-12-21 18:07:34
3806,5353-WILCI,1,1,1,Female,0,No,No,28,Yes,No,Yes,Yes,No,No,No,No,No,56.05,1522.65,No,Month-to-month,DSL,Electronic check,,2019-09-21 18:07:34
3807,5356-CSVSQ,1,1,1,Female,0,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,No,64.6,174.2,No,Month-to-month,DSL,Electronic check,,2021-10-21 18:07:34
3808,5356-KZCKT,4,3,3,Male,0,No,No,58,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.45,1513.6,No,Two year,None,Credit card (automatic),,2017-03-21 18:07:34
3809,5356-RHIPP,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.2,20.2,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
3810,5357-TZHPP,4,2,1,Male,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,84.4,732.5,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2021-04-21 18:07:34
3811,5360-LJCNJ,3,2,3,Female,0,Yes,No,71,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.15,7555,No,Two year,Fiber optic,Bank transfer (automatic),,2016-02-21 18:07:34
3812,5360-XGYAZ,3,1,3,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.65,4664.5,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
3813,5364-EVNIB,1,2,1,Male,0,No,No,13,Yes,No,No,Yes,Yes,No,No,No,Yes,79.8,973.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-12-21 18:07:34
3814,5364-XYIRR,1,2,1,Male,0,Yes,No,51,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.65,4812.75,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2017-10-21 18:07:34
3815,5365-LLFYV,2,1,1,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,Yes,45.85,105.6,No,Month-to-month,DSL,Mailed check,,2021-11-21 18:07:34
3816,5366-IJEQJ,1,2,1,Male,0,No,No,20,Yes,Yes,No,No,Yes,No,Yes,No,Yes,88.7,1761.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-05-21 18:07:34
3817,5366-OBVMR,2,1,1,Female,0,Yes,No,18,Yes,No,No,No,No,Yes,No,No,Yes,50.3,908.75,No,Month-to-month,DSL,Mailed check,,2020-07-21 18:07:34
3818,5370-IIVVL,4,2,2,Male,0,No,No,37,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,104.5,3778,No,One year,Fiber optic,Credit card (automatic),,2018-12-21 18:07:34
3819,5371-VYLSX,1,2,1,Female,1,No,No,50,Yes,Yes,Yes,Yes,No,No,No,No,Yes,83.4,4113.7,No,Month-to-month,Fiber optic,Electronic check,,2017-11-21 18:07:34
3820,5372-FBKBN,2,3,1,Female,0,No,Yes,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,452.2,No,Month-to-month,None,Mailed check,,2020-04-21 18:07:34
3821,5373-SFODM,4,2,1,Male,1,Yes,No,36,Yes,Yes,No,No,No,No,No,Yes,Yes,85.25,3132.75,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2019-01-21 18:07:34
3822,5375-XLDOF,3,2,3,Male,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.35,7665.8,No,Two year,Fiber optic,Bank transfer (automatic),,2016-04-21 18:07:34
3823,5376-DEQCP,1,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.6,70.6,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3824,5376-PCKNB,4,2,2,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.45,7459,No,One year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
3825,5377-NDTOU,2,1,3,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.05,6293.75,No,Two year,DSL,Mailed check,,2016-02-21 18:07:34
3826,5378-IKEEG,1,1,1,Female,0,No,No,1,No,No phone service,No,No,No,No,Yes,No,Yes,35.75,35.75,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-12-21 18:07:34
3827,5380-AFSSK,2,2,1,Female,0,No,No,5,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.9,486.85,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-08-21 18:07:34
3828,5380-WJKOV,1,2,1,Male,0,No,No,34,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.35,3549.25,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-03-21 18:07:34
3829,5380-XPJNZ,2,3,2,Female,0,No,No,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,678.2,No,One year,None,Mailed check,,2018-11-21 18:07:34
3830,5382-SOYZL,1,2,1,Male,0,No,No,22,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.1,2162.6,No,Month-to-month,Fiber optic,Electronic check,,2020-03-21 18:07:34
3831,5382-TEMLV,3,1,1,Male,0,No,No,45,Yes,No,Yes,No,No,No,No,No,Yes,50.9,2298.55,No,Month-to-month,DSL,Bank transfer (automatic),,2018-04-21 18:07:34
3832,5383-MMTWC,1,2,1,Female,1,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,84.0,613.4,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-05-21 18:07:34
3833,5384-ZTTWP,2,3,1,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,272.95,No,Month-to-month,None,Mailed check,,2020-10-21 18:07:34
3834,5385-SUIRI,1,2,1,Male,1,Yes,No,52,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,104.2,5568.35,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2017-09-21 18:07:34
3835,5386-THSLQ,3,1,2,Female,1,Yes,No,66,No,No phone service,No,Yes,Yes,No,Yes,No,No,45.55,3027.25,No,One year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
3836,5387-ASZNZ,4,1,2,Female,1,No,No,66,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,63.85,4174.35,No,One year,DSL,Credit card (automatic),,2016-07-21 18:07:34
3837,5389-FFVKB,4,2,1,Male,1,Yes,No,32,Yes,No,No,No,No,No,No,Yes,Yes,80.3,2483.05,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2019-05-21 18:07:34
3838,5392-AKEMH,1,1,1,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,Yes,45.05,523.1,No,Month-to-month,DSL,Electronic check,,2021-01-21 18:07:34
3839,5393-HJZSM,3,1,1,Female,0,Yes,Yes,32,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,76.3,2404.15,No,Month-to-month,DSL,Bank transfer (automatic),,2019-05-21 18:07:34
3840,5393-RXQSZ,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,No,79.6,79.6,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3841,5394-MEITZ,3,1,3,Female,0,Yes,Yes,60,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,80.6,4946.7,No,Two year,DSL,Bank transfer (automatic),,2017-01-21 18:07:34
3842,5394-SVGJV,3,2,1,Male,0,No,No,37,Yes,Yes,No,No,No,Yes,Yes,Yes,No,98.8,3475.55,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2018-12-21 18:07:34
3843,5396-IZEPB,4,3,1,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,180.7,No,Month-to-month,None,Credit card (automatic),,2021-04-21 18:07:34
3844,5397-NSKQG,4,1,3,Male,0,Yes,Yes,67,No,No phone service,Yes,No,No,No,Yes,Yes,No,50.9,3281.65,No,Two year,DSL,Credit card (automatic),,2016-06-21 18:07:34
3845,5397-TUPSH,3,2,2,Male,1,Yes,No,65,Yes,No,No,No,No,No,No,No,Yes,70.95,4555.2,No,One year,Fiber optic,Bank transfer (automatic),,2016-08-21 18:07:34
3846,5399-ZIMKF,1,2,1,Male,0,No,No,5,Yes,No,No,Yes,No,No,No,No,Yes,74.65,383.65,No,Month-to-month,Fiber optic,Electronic check,,2021-08-21 18:07:34
3847,5402-HTOTQ,1,1,1,Male,0,No,No,16,Yes,Yes,No,Yes,No,No,No,No,No,55.3,875.35,No,Month-to-month,DSL,Electronic check,,2020-09-21 18:07:34
3848,5404-GGUKR,1,1,1,Male,0,No,No,5,Yes,No,No,Yes,No,No,No,No,Yes,51.35,262.3,No,Month-to-month,DSL,Electronic check,,2021-08-21 18:07:34
3849,5405-ZMYXQ,4,2,1,Female,0,No,No,8,Yes,Yes,No,No,No,No,No,No,Yes,74.6,548.9,No,Month-to-month,Fiber optic,Credit card (automatic),,2021-05-21 18:07:34
3850,5406-KGRMX,1,3,3,Female,0,No,No,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.55,1719.15,No,Two year,None,Electronic check,,2016-02-21 18:07:34
3851,5414-OFQCB,4,2,3,Male,0,No,No,57,Yes,Yes,No,No,No,Yes,Yes,No,Yes,90.45,5229.8,No,Two year,Fiber optic,Credit card (automatic),,2017-04-21 18:07:34
3852,5419-CONWX,4,2,1,Female,1,No,No,4,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.8,442.85,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2021-09-21 18:07:34
3853,5419-JKZNQ,2,2,1,Male,1,Yes,No,30,Yes,Yes,No,No,No,No,No,No,No,77.9,2351.45,No,Month-to-month,Fiber optic,Mailed check,,2019-07-21 18:07:34
3854,5419-JPRRN,1,2,1,Male,0,No,No,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.45,101.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3855,5419-KLXBN,3,2,1,Female,0,Yes,Yes,25,Yes,No,No,Yes,Yes,No,Yes,No,Yes,89.15,2257.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2019-12-21 18:07:34
3856,5423-BHIXO,1,1,1,Female,0,No,No,32,Yes,Yes,No,Yes,No,No,No,No,Yes,54.2,1739.6,No,Month-to-month,DSL,Electronic check,,2019-05-21 18:07:34
3857,5424-RLQLC,2,1,1,Male,0,No,No,10,Yes,No,No,Yes,No,No,Yes,No,Yes,59.65,638.95,No,Month-to-month,DSL,Mailed check,,2021-03-21 18:07:34
3858,5429-LWCMV,1,2,1,Female,0,No,No,12,Yes,Yes,No,Yes,No,No,No,Yes,Yes,89.15,1057.55,No,Month-to-month,Fiber optic,Electronic check,,2021-01-21 18:07:34
3859,5433-KYGHE,2,2,1,Female,0,No,Yes,14,Yes,Yes,Yes,No,No,Yes,No,No,Yes,86.0,1164.05,No,Month-to-month,Fiber optic,Mailed check,,2020-11-21 18:07:34
3860,5438-QMDDL,2,1,1,Female,0,Yes,No,19,Yes,No,No,Yes,No,No,No,Yes,Yes,59.8,1130.85,No,Month-to-month,DSL,Mailed check,,2020-06-21 18:07:34
3861,5439-WIKXB,1,2,1,Male,1,Yes,No,41,Yes,No,No,Yes,No,No,Yes,Yes,Yes,94.55,3851.45,No,Month-to-month,Fiber optic,Electronic check,,2018-08-21 18:07:34
3862,5440-FLBQG,3,2,3,Male,1,Yes,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.4,7318.2,Yes,Two year,Fiber optic,Bank transfer (automatic),2022-01-31,2016-04-21 18:07:34
3863,5440-VHLUL,3,2,2,Male,0,No,No,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,105.2,7386.05,No,One year,Fiber optic,Bank transfer (automatic),,2016-04-21 18:07:34
3864,5442-BHQNG,1,2,1,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,70.35,139.25,No,Month-to-month,Fiber optic,Electronic check,,2021-11-21 18:07:34
3865,5442-BXVND,3,3,1,Female,0,Yes,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.25,838.5,No,Month-to-month,None,Bank transfer (automatic),,2019-04-21 18:07:34
3866,5442-PPTJY,2,3,3,Male,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,258.35,No,Two year,None,Mailed check,,2021-01-21 18:07:34
3867,5442-UTCVD,1,2,1,Male,0,No,Yes,3,Yes,Yes,No,No,Yes,No,No,Yes,No,91.85,257.05,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-10-21 18:07:34
3868,5442-XSDCW,3,2,1,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,Yes,No,Yes,79.5,868.5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-02-21 18:07:34
3869,5443-SCMKX,1,2,2,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,94.3,5610.15,No,One year,Fiber optic,Electronic check,,2017-03-21 18:07:34
3870,5445-GLVOT,1,1,1,Female,0,No,No,22,Yes,No,Yes,No,No,No,No,No,Yes,49.8,1049.05,No,Month-to-month,DSL,Electronic check,,2020-03-21 18:07:34
3871,5445-PZWGX,1,2,2,Male,0,No,No,62,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,102.0,6529.25,Yes,One year,Fiber optic,Electronic check,2022-01-31,2016-11-21 18:07:34
3872,5445-UTODQ,1,2,1,Female,0,Yes,No,7,Yes,No,No,No,No,No,Yes,No,Yes,81.1,576.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-06-21 18:07:34
3873,5446-DKWYW,1,1,2,Female,1,Yes,Yes,61,Yes,Yes,No,No,Yes,No,Yes,No,Yes,65.2,3965.05,No,One year,DSL,Electronic check,,2016-12-21 18:07:34
3874,5447-VYTKW,2,1,1,Male,0,No,No,27,Yes,No,Yes,No,No,Yes,No,No,No,53.45,1461.45,No,Month-to-month,DSL,Mailed check,,2019-10-21 18:07:34
3875,5447-WZAFP,2,2,2,Female,0,No,No,53,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,100.3,5200.8,No,One year,Fiber optic,Mailed check,,2017-08-21 18:07:34
3876,5448-VWNAM,2,1,1,Female,0,No,Yes,19,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,75.9,1375.6,No,Month-to-month,DSL,Mailed check,,2020-06-21 18:07:34
3877,5449-FIBXJ,1,2,1,Male,0,Yes,Yes,19,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,103.3,2012.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-06-21 18:07:34
3878,5451-MHQOF,2,3,2,Male,0,Yes,Yes,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.45,1431.65,No,One year,None,Mailed check,,2017-05-21 18:07:34
3879,5451-YHYPW,4,2,3,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.75,8443.7,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
3880,5453-AXEPF,3,2,1,Male,0,Yes,No,17,Yes,Yes,No,Yes,No,No,No,No,Yes,80.5,1336.9,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2020-08-21 18:07:34
3881,5453-YBTWV,4,2,3,Male,0,Yes,Yes,70,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,101.1,6994.8,No,Two year,Fiber optic,Credit card (automatic),,2016-03-21 18:07:34
3882,5456-ITGIC,4,1,3,Male,1,Yes,No,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,64.45,4641.1,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
3883,5457-COLHT,3,1,3,Male,0,Yes,Yes,69,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,80.65,5542.55,No,Two year,DSL,Bank transfer (automatic),,2016-04-21 18:07:34
3884,5458-CQJTA,3,1,3,Male,0,Yes,Yes,65,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,74.8,4820.15,Yes,Two year,DSL,Bank transfer (automatic),2022-01-31,2016-08-21 18:07:34
3885,5461-QKNTN,1,2,1,Male,1,Yes,No,43,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,94.3,3953.15,No,Month-to-month,Fiber optic,Electronic check,,2018-06-21 18:07:34
3886,5465-BUBFA,3,3,3,Female,0,Yes,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,772.4,No,Two year,None,Bank transfer (automatic),,2018-08-21 18:07:34
3887,5468-BPMMO,1,3,1,Male,0,Yes,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,851.2,No,Month-to-month,None,Electronic check,,2018-03-21 18:07:34
3888,5469-CTCWN,1,2,2,Male,0,Yes,Yes,61,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,106.0,6547.7,Yes,One year,Fiber optic,Electronic check,2022-01-31,2016-12-21 18:07:34
3889,5469-NUJUR,2,3,3,Male,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,373.5,No,Two year,None,Mailed check,,2020-06-21 18:07:34
3890,5472-CVMDX,2,1,3,Female,0,No,No,68,No,No phone service,Yes,No,Yes,Yes,No,No,No,38.9,2719.2,No,Two year,DSL,Mailed check,,2016-05-21 18:07:34
3891,5473-KHBPS,4,2,2,Female,0,Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,95.7,4976.15,No,One year,Fiber optic,Credit card (automatic),,2017-09-21 18:07:34
3892,5474-LAMUQ,2,3,2,Male,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,533.9,No,One year,None,Mailed check,,2020-01-21 18:07:34
3893,5478-JJVZK,2,1,1,Female,0,No,No,33,Yes,Yes,Yes,Yes,No,No,No,No,Yes,60.9,2033.85,No,Month-to-month,DSL,Mailed check,,2019-04-21 18:07:34
3894,5480-HPRRX,1,1,1,Female,1,No,No,3,No,No phone service,No,No,No,No,No,No,No,25.3,77.75,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-10-21 18:07:34
3895,5480-TBGPH,4,2,1,Female,0,Yes,No,24,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.3,2431.35,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2020-01-21 18:07:34
3896,5480-XTFFL,2,3,3,Female,0,Yes,Yes,31,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.0,697.7,No,Two year,None,Mailed check,,2019-06-21 18:07:34
3897,5481-NTDOH,4,2,2,Female,1,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,107.05,7142.5,No,One year,Fiber optic,Credit card (automatic),,2016-06-21 18:07:34
3898,5482-NUPNA,2,1,1,Female,0,No,No,4,Yes,No,Yes,Yes,No,Yes,No,No,Yes,60.4,272.15,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-09-21 18:07:34
3899,5482-PLVPE,1,1,1,Female,1,No,No,2,No,No phone service,No,No,No,No,No,No,No,24.35,41.85,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-11-21 18:07:34
3900,5482-VXSXJ,2,2,1,Male,0,No,No,22,Yes,No,No,Yes,No,No,Yes,Yes,Yes,93.2,2157.3,No,Month-to-month,Fiber optic,Mailed check,,2020-03-21 18:07:34
3901,5485-ITNPC,3,1,3,Male,0,Yes,No,66,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85.9,5595.3,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
3902,5485-WUYWF,3,1,1,Male,1,No,No,2,Yes,No,Yes,No,Yes,No,Yes,No,No,66.4,94.55,Yes,Month-to-month,DSL,Bank transfer (automatic),2022-01-31,2021-11-21 18:07:34
3903,5493-SDRDQ,2,1,1,Male,0,No,No,2,Yes,No,Yes,No,Yes,No,No,No,Yes,55.1,113.35,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-11-21 18:07:34
3904,5494-HECPR,1,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,No,Yes,80.25,80.25,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3905,5494-WOZRZ,4,1,3,Female,0,Yes,Yes,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,82.0,5999.85,No,Two year,DSL,Credit card (automatic),,2016-02-21 18:07:34
3906,5495-GPSRW,2,3,3,Male,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.7,419.4,No,Two year,None,Mailed check,,2020-05-21 18:07:34
3907,5498-IBWPI,4,1,2,Female,0,Yes,Yes,66,Yes,No,No,No,No,Yes,No,No,Yes,49.4,3251.85,No,One year,DSL,Credit card (automatic),,2016-07-21 18:07:34
3908,5498-TXHLF,1,2,1,Female,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,Yes,No,No,87.45,2874.15,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-03-21 18:07:34
3909,5499-ECUTN,4,1,2,Female,0,Yes,No,47,Yes,No,Yes,No,Yes,No,Yes,No,Yes,66.05,3021.45,No,One year,DSL,Credit card (automatic),,2018-02-21 18:07:34
3910,5501-TVMGM,1,1,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,55.25,55.25,No,Month-to-month,DSL,Electronic check,,2021-12-21 18:07:34
3911,5502-RLUYV,1,2,1,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.95,7446.9,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2016-04-21 18:07:34
3912,5504-WSIUR,3,2,2,Female,0,No,No,70,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,90.25,6385.95,No,One year,Fiber optic,Bank transfer (automatic),,2016-03-21 18:07:34
3913,5505-OVWQW,2,3,2,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,353.65,No,One year,None,Mailed check,,2020-08-21 18:07:34
